Fecha	Comprador	Vendedor	Jugador	Precio	Tipo	Foto
14/09/2020 - 21:41:00	futmondo	Ruben Esteban	David Silva	41109098	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7458280.png
17/09/2020 - 10:30:00	futmondo	echo de menos el Netliga	Casemiro	47255160	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19061518.png
07/09/2020 - 21:29:00	Ruben Esteban	futmondo	Enric Gallego	6025000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67136474.png
09/09/2020 - 22:52:00	futmondo	jglelxino17	Benzema	79508463	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/8435089.png
13/09/2020 - 12:38:14	HOPE TEAM S.A	Maño's Team	Sergio Herrera	8542473	CLAUSULA	null
09/09/2020 - 21:31:00	HOPE TEAM S.A	futmondo	Kike García	4500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67065538.png
08/09/2020 - 22:08:00	futmondo	Maño's Team	Pedro López	938878	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/7452446.png
21/08/2020 - 20:15:00	Luis Ragan	futmondo	Iza	4111111	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67175525.png
22/08/2020 - 20:15:00	Hala Modric	futmondo	Yuri	32599999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67035000.png
23/08/2020 - 20:16:00	Ruben Esteban	futmondo	Pau Torres	24858000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67217522.png
13/09/2020 - 21:29:00	Ruben Esteban	futmondo	Coutinho	32701000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19046041.png
11/09/2020 - 22:45:00	futmondo	Ruben Esteban	Laguardia	14694439	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67059116.png
11/09/2020 - 05:13:00	futmondo	Luis Ragan	Santi Mina	11135218	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67182776.png
19/08/2020 - 20:14:00	PaKeTeS ⚽️	futmondo	Néstor Araujo	7100000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/51011883.png
18/09/2020 - 23:06:00	futmondo	David Vidal Team	Víctor Rodríguez	2247790	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67070671.png
05/09/2020 - 21:26:00	Hala Modric	futmondo	Lucas Vázquez	1999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67135344.png
10/09/2020 - 08:14:00	Albar ÉldelBar	Luis Ragan	Jordi Alba	26000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67052513.png
15/09/2020 - 21:29:00	Albar ÉldelBar	futmondo	Joaquín Muñoz	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/kits/64/sd-huesca.png
18/08/2020 - 20:13:00	cityods	futmondo	Kondogbia	9999999	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85033422.png
16/09/2020 - 03:03:00	Albar ÉldelBar	HOPE TEAM S.A	Faycal Fajr	1000000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/85084000.png
25/08/2020 - 21:14:00	PaKeTeS ⚽️	futmondo	Willian José	28500000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/19081798.png
17/09/2020 - 15:05:00	Pineda team	Hala Modric	Mikel Rico	13063117	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/1502244.png
28/08/2020 - 21:16:00	Gaditas FC	futmondo	Juan Cruz	4900000	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/43077014.png
21/08/2020 - 20:15:00	jglelxino17	futmondo	Okay Yokuslu	6235809	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/70052844.png
07/09/2020 - 23:18:00	futmondo	Sabero Valley	Toni Lato	1002239	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67203459.png
18/09/2020 - 23:06:00	futmondo	David Vidal Team	Pina	1872905	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67100205.png
06/09/2020 - 21:28:00	David Vidal Team	futmondo	Pina	3558123	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67100205.png
20/08/2020 - 20:14:00	Pineda team	futmondo	Sergio González	1085858	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67227123.png
27/08/2020 - 21:15:00	Maño's Team	futmondo	Montoya	5555555	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67053464.png
28/08/2020 - 21:51:00	futmondo	PaKeTeS ⚽️	José Ángel	10464413	COMPRA	https://static01.mondocore.com/futmondo/img/faces/64/67064652.png
